,year,Concept,county,pda,Variable,value,source
7888,2010,Jobs,Contra Costa,Richmond-West Contra Costa Transportation Advisory Committee San Pablo Avenue Corridor,retempn,289.0,baseyear B
7889,2010,Jobs,Contra Costa,Richmond-West Contra Costa Transportation Advisory Committee San Pablo Avenue Corridor,agrempn,1.0,baseyear A
7890,2010,Jobs,Contra Costa,Richmond-West Contra Costa Transportation Advisory Committee San Pablo Avenue Corridor,fpsempn,359.0,baseyear A
7891,2010,Jobs,Contra Costa,Richmond-West Contra Costa Transportation Advisory Committee San Pablo Avenue Corridor,herempn,420.0,baseyear A
7892,2010,Jobs,Contra Costa,Richmond-West Contra Costa Transportation Advisory Committee San Pablo Avenue Corridor,mwtempn,158.0,baseyear A
7893,2010,Jobs,Contra Costa,Richmond-West Contra Costa Transportation Advisory Committee San Pablo Avenue Corridor,othempn,307.0,baseyear A
7894,2010,Jobs,Contra Costa,Richmond-West Contra Costa Transportation Advisory Committee San Pablo Avenue Corridor,retempn,258.0,baseyear A
7895,2015,Jobs,Contra Costa,Richmond-West Contra Costa Transportation Advisory Committee San Pablo Avenue Corridor,agrempn,1.0,modeled
7896,2015,Jobs,Contra Costa,Richmond-West Contra Costa Transportation Advisory Committee San Pablo Avenue Corridor,fpsempn,396.0,modeled
7897,2015,Jobs,Contra Costa,Richmond-West Contra Costa Transportation Advisory Committee San Pablo Avenue Corridor,herempn,514.0,modeled
7898,2015,Jobs,Contra Costa,Richmond-West Contra Costa Transportation Advisory Committee San Pablo Avenue Corridor,mwtempn,172.0,modeled
7899,2015,Jobs,Contra Costa,Richmond-West Contra Costa Transportation Advisory Committee San Pablo Avenue Corridor,othempn,442.0,modeled
7900,2015,Jobs,Contra Costa,Richmond-West Contra Costa Transportation Advisory Committee San Pablo Avenue Corridor,retempn,263.0,modeled
7901,2030,Jobs,Contra Costa,Richmond-West Contra Costa Transportation Advisory Committee San Pablo Avenue Corridor,agrempn,1.0,modeled
7902,2030,Jobs,Contra Costa,Richmond-West Contra Costa Transportation Advisory Committee San Pablo Avenue Corridor,fpsempn,302.0,modeled
7903,2030,Jobs,Contra Costa,Richmond-West Contra Costa Transportation Advisory Committee San Pablo Avenue Corridor,herempn,626.0,modeled
7904,2030,Jobs,Contra Costa,Richmond-West Contra Costa Transportation Advisory Committee San Pablo Avenue Corridor,mwtempn,195.0,modeled
7905,2030,Jobs,Contra Costa,Richmond-West Contra Costa Transportation Advisory Committee San Pablo Avenue Corridor,othempn,500.0,modeled
7906,2030,Jobs,Contra Costa,Richmond-West Contra Costa Transportation Advisory Committee San Pablo Avenue Corridor,retempn,206.0,modeled
7907,2035,Jobs,Contra Costa,Richmond-West Contra Costa Transportation Advisory Committee San Pablo Avenue Corridor,agrempn,1.0,modeled
7908,2035,Jobs,Contra Costa,Richmond-West Contra Costa Transportation Advisory Committee San Pablo Avenue Corridor,fpsempn,316.0,modeled
7909,2035,Jobs,Contra Costa,Richmond-West Contra Costa Transportation Advisory Committee San Pablo Avenue Corridor,herempn,766.0,modeled
7910,2035,Jobs,Contra Costa,Richmond-West Contra Costa Transportation Advisory Committee San Pablo Avenue Corridor,mwtempn,219.0,modeled
7911,2035,Jobs,Contra Costa,Richmond-West Contra Costa Transportation Advisory Committee San Pablo Avenue Corridor,othempn,532.0,modeled
7912,2035,Jobs,Contra Costa,Richmond-West Contra Costa Transportation Advisory Committee San Pablo Avenue Corridor,retempn,184.0,modeled
7913,2040,Jobs,Contra Costa,Richmond-West Contra Costa Transportation Advisory Committee San Pablo Avenue Corridor,agrempn,1.0,modeled
7914,2040,Jobs,Contra Costa,Richmond-West Contra Costa Transportation Advisory Committee San Pablo Avenue Corridor,fpsempn,300.0,modeled
7915,2040,Jobs,Contra Costa,Richmond-West Contra Costa Transportation Advisory Committee San Pablo Avenue Corridor,herempn,821.0,modeled
7916,2040,Jobs,Contra Costa,Richmond-West Contra Costa Transportation Advisory Committee San Pablo Avenue Corridor,mwtempn,228.0,modeled
7917,2040,Jobs,Contra Costa,Richmond-West Contra Costa Transportation Advisory Committee San Pablo Avenue Corridor,othempn,557.0,modeled
7918,2040,Jobs,Contra Costa,Richmond-West Contra Costa Transportation Advisory Committee San Pablo Avenue Corridor,retempn,176.0,modeled
7919,2010,Jobs,Contra Costa,San Pablo-Rumrill Boulevard,fpsempn,30.0,baseyear B
7920,2010,Jobs,Contra Costa,San Pablo-Rumrill Boulevard,herempn,119.0,baseyear B
7921,2010,Jobs,Contra Costa,San Pablo-Rumrill Boulevard,mwtempn,57.0,baseyear B
7922,2010,Jobs,Contra Costa,San Pablo-Rumrill Boulevard,othempn,97.0,baseyear B
7923,2010,Jobs,Contra Costa,San Pablo-Rumrill Boulevard,retempn,76.0,baseyear B
7924,2010,Jobs,Contra Costa,San Pablo-Rumrill Boulevard,fpsempn,37.0,baseyear A
7925,2010,Jobs,Contra Costa,San Pablo-Rumrill Boulevard,herempn,107.0,baseyear A
7926,2010,Jobs,Contra Costa,San Pablo-Rumrill Boulevard,mwtempn,40.0,baseyear A
7927,2010,Jobs,Contra Costa,San Pablo-Rumrill Boulevard,othempn,103.0,baseyear A
7928,2010,Jobs,Contra Costa,San Pablo-Rumrill Boulevard,retempn,58.0,baseyear A
7929,2015,Jobs,Contra Costa,San Pablo-Rumrill Boulevard,fpsempn,48.0,modeled
7930,2015,Jobs,Contra Costa,San Pablo-Rumrill Boulevard,herempn,127.0,modeled
7931,2015,Jobs,Contra Costa,San Pablo-Rumrill Boulevard,mwtempn,37.0,modeled
7932,2015,Jobs,Contra Costa,San Pablo-Rumrill Boulevard,othempn,130.0,modeled
7933,2015,Jobs,Contra Costa,San Pablo-Rumrill Boulevard,retempn,58.0,modeled
7934,2030,Jobs,Contra Costa,San Pablo-Rumrill Boulevard,fpsempn,43.0,modeled
7935,2030,Jobs,Contra Costa,San Pablo-Rumrill Boulevard,herempn,155.0,modeled
7936,2030,Jobs,Contra Costa,San Pablo-Rumrill Boulevard,mwtempn,69.0,modeled
7937,2030,Jobs,Contra Costa,San Pablo-Rumrill Boulevard,othempn,170.0,modeled
7938,2030,Jobs,Contra Costa,San Pablo-Rumrill Boulevard,retempn,58.0,modeled
7939,2035,Jobs,Contra Costa,San Pablo-Rumrill Boulevard,fpsempn,43.0,modeled
7940,2035,Jobs,Contra Costa,San Pablo-Rumrill Boulevard,herempn,180.0,modeled
7941,2035,Jobs,Contra Costa,San Pablo-Rumrill Boulevard,mwtempn,74.0,modeled
7942,2035,Jobs,Contra Costa,San Pablo-Rumrill Boulevard,othempn,183.0,modeled
7943,2035,Jobs,Contra Costa,San Pablo-Rumrill Boulevard,retempn,50.0,modeled
7944,2040,Jobs,Contra Costa,San Pablo-Rumrill Boulevard,fpsempn,44.0,modeled
7945,2040,Jobs,Contra Costa,San Pablo-Rumrill Boulevard,herempn,186.0,modeled
7946,2040,Jobs,Contra Costa,San Pablo-Rumrill Boulevard,mwtempn,77.0,modeled
7947,2040,Jobs,Contra Costa,San Pablo-Rumrill Boulevard,othempn,186.0,modeled
7948,2040,Jobs,Contra Costa,San Pablo-Rumrill Boulevard,retempn,46.0,modeled
7949,2010,Jobs,Contra Costa,San Pablo-San Pablo Avenue & 23rd Street Corridors,fpsempn,444.0,baseyear B
7950,2010,Jobs,Contra Costa,San Pablo-San Pablo Avenue & 23rd Street Corridors,herempn,2778.0,baseyear B
7951,2010,Jobs,Contra Costa,San Pablo-San Pablo Avenue & 23rd Street Corridors,mwtempn,230.0,baseyear B
7952,2010,Jobs,Contra Costa,San Pablo-San Pablo Avenue & 23rd Street Corridors,othempn,623.0,baseyear B
7953,2010,Jobs,Contra Costa,San Pablo-San Pablo Avenue & 23rd Street Corridors,retempn,416.0,baseyear B
7954,2010,Jobs,Contra Costa,San Pablo-San Pablo Avenue & 23rd Street Corridors,fpsempn,463.0,baseyear A
7955,2010,Jobs,Contra Costa,San Pablo-San Pablo Avenue & 23rd Street Corridors,herempn,2604.0,baseyear A
7956,2010,Jobs,Contra Costa,San Pablo-San Pablo Avenue & 23rd Street Corridors,mwtempn,231.0,baseyear A
7957,2010,Jobs,Contra Costa,San Pablo-San Pablo Avenue & 23rd Street Corridors,othempn,636.0,baseyear A
7958,2010,Jobs,Contra Costa,San Pablo-San Pablo Avenue & 23rd Street Corridors,retempn,377.0,baseyear A
7959,2015,Jobs,Contra Costa,San Pablo-San Pablo Avenue & 23rd Street Corridors,fpsempn,643.0,modeled
7960,2015,Jobs,Contra Costa,San Pablo-San Pablo Avenue & 23rd Street Corridors,herempn,2818.0,modeled
7961,2015,Jobs,Contra Costa,San Pablo-San Pablo Avenue & 23rd Street Corridors,mwtempn,239.0,modeled
7962,2015,Jobs,Contra Costa,San Pablo-San Pablo Avenue & 23rd Street Corridors,othempn,899.0,modeled
7963,2015,Jobs,Contra Costa,San Pablo-San Pablo Avenue & 23rd Street Corridors,retempn,386.0,modeled
7964,2030,Jobs,Contra Costa,San Pablo-San Pablo Avenue & 23rd Street Corridors,fpsempn,672.0,modeled
7965,2030,Jobs,Contra Costa,San Pablo-San Pablo Avenue & 23rd Street Corridors,herempn,3016.0,modeled
7966,2030,Jobs,Contra Costa,San Pablo-San Pablo Avenue & 23rd Street Corridors,mwtempn,284.0,modeled
7967,2030,Jobs,Contra Costa,San Pablo-San Pablo Avenue & 23rd Street Corridors,othempn,1112.0,modeled
7968,2030,Jobs,Contra Costa,San Pablo-San Pablo Avenue & 23rd Street Corridors,retempn,328.0,modeled
7969,2035,Jobs,Contra Costa,San Pablo-San Pablo Avenue & 23rd Street Corridors,fpsempn,684.0,modeled
7970,2035,Jobs,Contra Costa,San Pablo-San Pablo Avenue & 23rd Street Corridors,herempn,3068.0,modeled
7971,2035,Jobs,Contra Costa,San Pablo-San Pablo Avenue & 23rd Street Corridors,mwtempn,282.0,modeled
7972,2035,Jobs,Contra Costa,San Pablo-San Pablo Avenue & 23rd Street Corridors,othempn,1095.0,modeled
7973,2035,Jobs,Contra Costa,San Pablo-San Pablo Avenue & 23rd Street Corridors,retempn,295.0,modeled
7974,2040,Jobs,Contra Costa,San Pablo-San Pablo Avenue & 23rd Street Corridors,fpsempn,648.0,modeled
7975,2040,Jobs,Contra Costa,San Pablo-San Pablo Avenue & 23rd Street Corridors,herempn,3050.0,modeled
7976,2040,Jobs,Contra Costa,San Pablo-San Pablo Avenue & 23rd Street Corridors,mwtempn,282.0,modeled
7977,2040,Jobs,Contra Costa,San Pablo-San Pablo Avenue & 23rd Street Corridors,othempn,1086.0,modeled
7978,2040,Jobs,Contra Costa,San Pablo-San Pablo Avenue & 23rd Street Corridors,retempn,260.0,modeled
7979,2010,Jobs,Contra Costa,San Ramon-City Center,agrempn,348.0,baseyear B
7980,2010,Jobs,Contra Costa,San Ramon-City Center,fpsempn,2615.0,baseyear B
7981,2010,Jobs,Contra Costa,San Ramon-City Center,herempn,1600.0,baseyear B
7982,2010,Jobs,Contra Costa,San Ramon-City Center,mwtempn,1643.0,baseyear B
7983,2010,Jobs,Contra Costa,San Ramon-City Center,othempn,5016.0,baseyear B
7984,2010,Jobs,Contra Costa,San Ramon-City Center,retempn,1590.0,baseyear B
7985,2010,Jobs,Contra Costa,San Ramon-City Center,agrempn,377.0,baseyear A
7986,2010,Jobs,Contra Costa,San Ramon-City Center,fpsempn,2982.0,baseyear A
7987,2010,Jobs,Contra Costa,San Ramon-City Center,herempn,1865.0,baseyear A
7988,2010,Jobs,Contra Costa,San Ramon-City Center,mwtempn,1704.0,baseyear A
7989,2010,Jobs,Contra Costa,San Ramon-City Center,othempn,4726.0,baseyear A
7990,2010,Jobs,Contra Costa,San Ramon-City Center,retempn,1593.0,baseyear A
7991,2015,Jobs,Contra Costa,San Ramon-City Center,agrempn,376.0,modeled
7992,2015,Jobs,Contra Costa,San Ramon-City Center,fpsempn,4655.0,modeled
7993,2015,Jobs,Contra Costa,San Ramon-City Center,herempn,2095.0,modeled
7994,2015,Jobs,Contra Costa,San Ramon-City Center,mwtempn,1687.0,modeled
7995,2015,Jobs,Contra Costa,San Ramon-City Center,othempn,4534.0,modeled
7996,2015,Jobs,Contra Costa,San Ramon-City Center,retempn,1576.0,modeled
7997,2030,Jobs,Contra Costa,San Ramon-City Center,agrempn,372.0,modeled
7998,2030,Jobs,Contra Costa,San Ramon-City Center,fpsempn,5210.0,modeled
7999,2030,Jobs,Contra Costa,San Ramon-City Center,herempn,2723.0,modeled
8000,2030,Jobs,Contra Costa,San Ramon-City Center,mwtempn,1607.0,modeled
8001,2030,Jobs,Contra Costa,San Ramon-City Center,othempn,4307.0,modeled
8002,2030,Jobs,Contra Costa,San Ramon-City Center,retempn,1509.0,modeled
8003,2035,Jobs,Contra Costa,San Ramon-City Center,agrempn,371.0,modeled
8004,2035,Jobs,Contra Costa,San Ramon-City Center,fpsempn,5506.0,modeled
8005,2035,Jobs,Contra Costa,San Ramon-City Center,herempn,3106.0,modeled
8006,2035,Jobs,Contra Costa,San Ramon-City Center,mwtempn,1583.0,modeled
8007,2035,Jobs,Contra Costa,San Ramon-City Center,othempn,4676.0,modeled
8008,2035,Jobs,Contra Costa,San Ramon-City Center,retempn,1486.0,modeled
8009,2040,Jobs,Contra Costa,San Ramon-City Center,agrempn,370.0,modeled
8010,2040,Jobs,Contra Costa,San Ramon-City Center,fpsempn,5686.0,modeled
8011,2040,Jobs,Contra Costa,San Ramon-City Center,herempn,3348.0,modeled
8012,2040,Jobs,Contra Costa,San Ramon-City Center,mwtempn,1560.0,modeled
8013,2040,Jobs,Contra Costa,San Ramon-City Center,othempn,4988.0,modeled
8014,2040,Jobs,Contra Costa,San Ramon-City Center,retempn,1468.0,modeled
8015,2010,Jobs,Contra Costa,San Ramon-North Camino Ramon,agrempn,1.0,baseyear B
8016,2010,Jobs,Contra Costa,San Ramon-North Camino Ramon,fpsempn,3470.0,baseyear B
8017,2010,Jobs,Contra Costa,San Ramon-North Camino Ramon,herempn,1860.0,baseyear B
8018,2010,Jobs,Contra Costa,San Ramon-North Camino Ramon,mwtempn,758.0,baseyear B
8019,2010,Jobs,Contra Costa,San Ramon-North Camino Ramon,othempn,6001.0,baseyear B
8020,2010,Jobs,Contra Costa,San Ramon-North Camino Ramon,retempn,631.0,baseyear B
8021,2010,Jobs,Contra Costa,San Ramon-North Camino Ramon,agrempn,20.0,baseyear A
8022,2010,Jobs,Contra Costa,San Ramon-North Camino Ramon,fpsempn,3372.0,baseyear A
8023,2010,Jobs,Contra Costa,San Ramon-North Camino Ramon,herempn,1808.0,baseyear A
8024,2010,Jobs,Contra Costa,San Ramon-North Camino Ramon,mwtempn,755.0,baseyear A
8025,2010,Jobs,Contra Costa,San Ramon-North Camino Ramon,othempn,5763.0,baseyear A
8026,2010,Jobs,Contra Costa,San Ramon-North Camino Ramon,retempn,585.0,baseyear A
8027,2015,Jobs,Contra Costa,San Ramon-North Camino Ramon,agrempn,21.0,modeled
8028,2015,Jobs,Contra Costa,San Ramon-North Camino Ramon,fpsempn,4581.0,modeled
8029,2015,Jobs,Contra Costa,San Ramon-North Camino Ramon,herempn,1914.0,modeled
8030,2015,Jobs,Contra Costa,San Ramon-North Camino Ramon,mwtempn,742.0,modeled
8031,2015,Jobs,Contra Costa,San Ramon-North Camino Ramon,othempn,5382.0,modeled
8032,2015,Jobs,Contra Costa,San Ramon-North Camino Ramon,retempn,558.0,modeled
8033,2030,Jobs,Contra Costa,San Ramon-North Camino Ramon,agrempn,23.0,modeled
8034,2030,Jobs,Contra Costa,San Ramon-North Camino Ramon,fpsempn,5549.0,modeled
8035,2030,Jobs,Contra Costa,San Ramon-North Camino Ramon,herempn,2229.0,modeled
8036,2030,Jobs,Contra Costa,San Ramon-North Camino Ramon,mwtempn,729.0,modeled
8037,2030,Jobs,Contra Costa,San Ramon-North Camino Ramon,othempn,4229.0,modeled
8038,2030,Jobs,Contra Costa,San Ramon-North Camino Ramon,retempn,458.0,modeled
8039,2035,Jobs,Contra Costa,San Ramon-North Camino Ramon,agrempn,20.0,modeled
8040,2035,Jobs,Contra Costa,San Ramon-North Camino Ramon,fpsempn,5670.0,modeled
8041,2035,Jobs,Contra Costa,San Ramon-North Camino Ramon,herempn,3114.0,modeled
8042,2035,Jobs,Contra Costa,San Ramon-North Camino Ramon,mwtempn,1145.0,modeled
8043,2035,Jobs,Contra Costa,San Ramon-North Camino Ramon,othempn,9045.0,modeled
8044,2035,Jobs,Contra Costa,San Ramon-North Camino Ramon,retempn,357.0,modeled
8045,2040,Jobs,Contra Costa,San Ramon-North Camino Ramon,agrempn,31.0,modeled
8046,2040,Jobs,Contra Costa,San Ramon-North Camino Ramon,fpsempn,13744.0,modeled
8047,2040,Jobs,Contra Costa,San Ramon-North Camino Ramon,herempn,3717.0,modeled
8048,2040,Jobs,Contra Costa,San Ramon-North Camino Ramon,mwtempn,1097.0,modeled
8049,2040,Jobs,Contra Costa,San Ramon-North Camino Ramon,othempn,8579.0,modeled
8050,2040,Jobs,Contra Costa,San Ramon-North Camino Ramon,retempn,333.0,modeled
8051,2010,Jobs,Contra Costa,Walnut Creek-Core Area,agrempn,18.0,baseyear B
8052,2010,Jobs,Contra Costa,Walnut Creek-Core Area,fpsempn,11081.0,baseyear B
8053,2010,Jobs,Contra Costa,Walnut Creek-Core Area,herempn,7261.0,baseyear B
8054,2010,Jobs,Contra Costa,Walnut Creek-Core Area,mwtempn,1980.0,baseyear B
8055,2010,Jobs,Contra Costa,Walnut Creek-Core Area,othempn,3471.0,baseyear B
8056,2010,Jobs,Contra Costa,Walnut Creek-Core Area,retempn,3603.0,baseyear B
8057,2010,Jobs,Contra Costa,Walnut Creek-Core Area,agrempn,23.0,baseyear A
8058,2010,Jobs,Contra Costa,Walnut Creek-Core Area,fpsempn,10487.0,baseyear A
8059,2010,Jobs,Contra Costa,Walnut Creek-Core Area,herempn,7482.0,baseyear A
8060,2010,Jobs,Contra Costa,Walnut Creek-Core Area,mwtempn,1929.0,baseyear A
8061,2010,Jobs,Contra Costa,Walnut Creek-Core Area,othempn,3790.0,baseyear A
8062,2010,Jobs,Contra Costa,Walnut Creek-Core Area,retempn,3181.0,baseyear A
8063,2015,Jobs,Contra Costa,Walnut Creek-Core Area,agrempn,23.0,modeled
8064,2015,Jobs,Contra Costa,Walnut Creek-Core Area,fpsempn,12772.0,modeled
8065,2015,Jobs,Contra Costa,Walnut Creek-Core Area,herempn,9264.0,modeled
8066,2015,Jobs,Contra Costa,Walnut Creek-Core Area,mwtempn,1853.0,modeled
8067,2015,Jobs,Contra Costa,Walnut Creek-Core Area,othempn,4610.0,modeled
8068,2015,Jobs,Contra Costa,Walnut Creek-Core Area,retempn,2986.0,modeled
8069,2030,Jobs,Contra Costa,Walnut Creek-Core Area,agrempn,24.0,modeled
8070,2030,Jobs,Contra Costa,Walnut Creek-Core Area,fpsempn,11606.0,modeled
8071,2030,Jobs,Contra Costa,Walnut Creek-Core Area,herempn,11244.0,modeled
8072,2030,Jobs,Contra Costa,Walnut Creek-Core Area,mwtempn,1502.0,modeled
8073,2030,Jobs,Contra Costa,Walnut Creek-Core Area,othempn,4260.0,modeled
8074,2030,Jobs,Contra Costa,Walnut Creek-Core Area,retempn,2275.0,modeled
8075,2035,Jobs,Contra Costa,Walnut Creek-Core Area,agrempn,23.0,modeled
8076,2035,Jobs,Contra Costa,Walnut Creek-Core Area,fpsempn,10665.0,modeled
8077,2035,Jobs,Contra Costa,Walnut Creek-Core Area,herempn,10532.0,modeled
8078,2035,Jobs,Contra Costa,Walnut Creek-Core Area,mwtempn,1292.0,modeled
8079,2035,Jobs,Contra Costa,Walnut Creek-Core Area,othempn,3751.0,modeled
8080,2035,Jobs,Contra Costa,Walnut Creek-Core Area,retempn,1869.0,modeled
8081,2040,Jobs,Contra Costa,Walnut Creek-Core Area,agrempn,24.0,modeled
8082,2040,Jobs,Contra Costa,Walnut Creek-Core Area,fpsempn,10268.0,modeled
8083,2040,Jobs,Contra Costa,Walnut Creek-Core Area,herempn,11407.0,modeled
8084,2040,Jobs,Contra Costa,Walnut Creek-Core Area,mwtempn,1230.0,modeled
8085,2040,Jobs,Contra Costa,Walnut Creek-Core Area,othempn,4521.0,modeled
8086,2040,Jobs,Contra Costa,Walnut Creek-Core Area,retempn,1706.0,modeled
8087,2010,Jobs,Marin,Marin County-Urbanized 101 Corridor,fpsempn,179.0,baseyear B
8088,2010,Jobs,Marin,Marin County-Urbanized 101 Corridor,herempn,265.0,baseyear B
8089,2010,Jobs,Marin,Marin County-Urbanized 101 Corridor,mwtempn,16.0,baseyear B
8090,2010,Jobs,Marin,Marin County-Urbanized 101 Corridor,othempn,115.0,baseyear B
8091,2010,Jobs,Marin,Marin County-Urbanized 101 Corridor,retempn,82.0,baseyear B
8092,2010,Jobs,Marin,Marin County-Urbanized 101 Corridor,fpsempn,163.0,baseyear A
8093,2010,Jobs,Marin,Marin County-Urbanized 101 Corridor,herempn,265.0,baseyear A
8094,2010,Jobs,Marin,Marin County-Urbanized 101 Corridor,mwtempn,18.0,baseyear A
8095,2010,Jobs,Marin,Marin County-Urbanized 101 Corridor,othempn,104.0,baseyear A
8096,2010,Jobs,Marin,Marin County-Urbanized 101 Corridor,retempn,75.0,baseyear A
8097,2015,Jobs,Marin,Marin County-Urbanized 101 Corridor,fpsempn,184.0,modeled
8098,2015,Jobs,Marin,Marin County-Urbanized 101 Corridor,herempn,284.0,modeled
8099,2015,Jobs,Marin,Marin County-Urbanized 101 Corridor,mwtempn,17.0,modeled
8100,2015,Jobs,Marin,Marin County-Urbanized 101 Corridor,othempn,133.0,modeled
8101,2015,Jobs,Marin,Marin County-Urbanized 101 Corridor,retempn,81.0,modeled
8102,2030,Jobs,Marin,Marin County-Urbanized 101 Corridor,fpsempn,171.0,modeled
8103,2030,Jobs,Marin,Marin County-Urbanized 101 Corridor,herempn,298.0,modeled
8104,2030,Jobs,Marin,Marin County-Urbanized 101 Corridor,mwtempn,21.0,modeled
8105,2030,Jobs,Marin,Marin County-Urbanized 101 Corridor,othempn,174.0,modeled
8106,2030,Jobs,Marin,Marin County-Urbanized 101 Corridor,retempn,72.0,modeled
8107,2035,Jobs,Marin,Marin County-Urbanized 101 Corridor,fpsempn,180.0,modeled
8108,2035,Jobs,Marin,Marin County-Urbanized 101 Corridor,herempn,309.0,modeled
8109,2035,Jobs,Marin,Marin County-Urbanized 101 Corridor,mwtempn,20.0,modeled
8110,2035,Jobs,Marin,Marin County-Urbanized 101 Corridor,othempn,165.0,modeled
8111,2035,Jobs,Marin,Marin County-Urbanized 101 Corridor,retempn,67.0,modeled
8112,2040,Jobs,Marin,Marin County-Urbanized 101 Corridor,fpsempn,172.0,modeled
8113,2040,Jobs,Marin,Marin County-Urbanized 101 Corridor,herempn,331.0,modeled
8114,2040,Jobs,Marin,Marin County-Urbanized 101 Corridor,mwtempn,24.0,modeled
8115,2040,Jobs,Marin,Marin County-Urbanized 101 Corridor,othempn,156.0,modeled
8116,2040,Jobs,Marin,Marin County-Urbanized 101 Corridor,retempn,56.0,modeled
8117,2010,Jobs,Marin,San Rafael-Downtown,agrempn,28.0,baseyear B
8118,2010,Jobs,Marin,San Rafael-Downtown,fpsempn,2394.0,baseyear B
8119,2010,Jobs,Marin,San Rafael-Downtown,herempn,2981.0,baseyear B
8120,2010,Jobs,Marin,San Rafael-Downtown,mwtempn,534.0,baseyear B
8121,2010,Jobs,Marin,San Rafael-Downtown,othempn,1489.0,baseyear B
8122,2010,Jobs,Marin,San Rafael-Downtown,retempn,1644.0,baseyear B
8123,2010,Jobs,Marin,San Rafael-Downtown,agrempn,36.0,baseyear A
8124,2010,Jobs,Marin,San Rafael-Downtown,fpsempn,2302.0,baseyear A
8125,2010,Jobs,Marin,San Rafael-Downtown,herempn,2867.0,baseyear A
8126,2010,Jobs,Marin,San Rafael-Downtown,mwtempn,540.0,baseyear A
8127,2010,Jobs,Marin,San Rafael-Downtown,othempn,1534.0,baseyear A
8128,2010,Jobs,Marin,San Rafael-Downtown,retempn,1440.0,baseyear A
